2022-06-29 00:31:41.513636,Lever Child White,Lever Child White,OK
2022-06-29 00:31:52.459594,Lever Child White,Lever Child White,OK
2022-06-29 00:32:02.272714,Lever Child White,Lever Child White,OK
2022-06-29 00:32:14.279367,Lever Child White,Lever Child White,OK
2022-06-29 00:32:23.430186,Lever Child White,Lever Child White,OK
2022-06-29 00:32:33.528483,Lever Child White,Lever Child White,OK
2022-06-29 00:32:42.597845,Lever Child White,Lever Child White,OK
2022-06-29 00:32:52.125843,Lever Child White,Lever Child White,OK
2022-06-29 00:33:01.085168,Lever Child White,Lever Child White,OK
2022-06-29 00:33:10.616895,Lever Child White,Lever Child White,OK
2022-06-29 00:33:20.652088,Lever Child White,Lever Child White,OK
2022-06-29 00:33:29.843368,Lever Child White,Lever Child White,OK
2022-06-29 00:33:39.048288,Lever Child White,Lever Child White,OK
2022-06-29 00:33:48.867957,Lever Child White,Lever Child White,OK
2022-06-29 00:33:58.836184,Lever Child White,Lever Child White,OK
2022-06-29 00:34:08.993615,Lever Child White,Lever Child White,OK
2022-06-29 00:34:18.369667,Lever Child White,Lever Child White,OK
2022-06-29 00:34:27.778610,Lever Child White,Lever Child White,OK
2022-06-29 00:34:38.489695,Lever Child White,Lever Child White,OK
2022-06-29 00:34:48.080092,Lever Child White,Lever Child White,OK
2022-06-29 00:34:58.691594,Lever Child White,Lever Child White,OK
2022-06-29 00:35:08.705089,Lever Child White,Lever Child White,OK
2022-06-29 00:35:18.173250,Lever Child White,Lever Child White,OK
2022-06-29 00:35:27.656745,Lever Child White,Lever Child White,OK
2022-06-29 00:35:37.238929,Lever Child White,Lever Child White,OK
2022-06-29 00:35:47.196155,Lever Child White,Lever Child White,OK
2022-06-29 00:35:56.358558,Lever Child White,Lever Child White,OK
2022-06-29 00:36:08.275886,Lever Child White,Lever Child White,OK
2022-06-29 00:36:27.403602,Lever Child White,Lever Child White,OK
2022-06-29 00:36:36.467336,Lever Child White,Lever Child White,OK
2022-06-29 00:36:45.797555,Lever Child White,Lever Child White,OK
2022-06-29 00:36:55.585944,Lever Child White,Lever Child White,OK
2022-06-29 00:37:05.726289,Lever Child White,Lever Child White,OK
2022-06-29 00:37:15.444457,Lever Child White,Lever Child White,OK
2022-06-29 00:37:27.246990,Lever Child White,Lever Child White,OK
2022-06-29 00:37:36.682589,Lever Child White,Lever Child White,OK
2022-06-29 00:37:46.545659,Lever Child White,Lever Child White,OK
2022-06-29 00:37:55.565529,Lever Child White,Lever Child White,OK
2022-06-29 00:38:04.887701,Lever Child White,Lever Child White,OK
2022-06-29 00:38:14.958296,Lever Child White,Lever Child White,OK
2022-06-29 00:38:24.384507,Lever Child White,Lever Child White,OK
2022-06-29 00:38:33.942606,Lever Child White,Lever Child White,OK
2022-06-29 00:38:44.904086,Lever Child White,Lever Child White,OK
2022-06-29 00:38:54.421458,Lever Child White,Lever Child White,OK
2022-06-29 00:39:04.548090,Lever Child White,Lever Child White,OK
2022-06-29 00:39:14.028760,Lever Child White,Lever Child White,OK
2022-06-29 00:39:23.994003,Lever Child White,Lever Child White,OK
2022-06-29 00:39:33.047429,Lever Child White,Lever Child White,OK
2022-06-29 00:39:44.502522,Lever Child White,Lever Child White,OK
2022-06-29 00:39:54.941012,Lever Child White,Lever Child White,OK
2022-06-29 00:40:04.846313,Lever Child White,Lever Child White,OK
2022-06-29 00:40:17.048507,Lever Child White,Lever Child White,OK
2022-06-29 00:40:28.556178,Lever Child White,Lever Child White,OK
2022-06-29 00:40:37.432380,Lever Child White,Lever Child White,OK
2022-06-29 00:40:51.796541,Lever Child White,Lever Child White,OK
2022-06-29 00:41:01.460208,Lever Child White,Lever Child White,OK
2022-06-29 00:41:11.199142,Lever Child White,Lever Child White,OK
2022-06-29 00:41:20.368350,Lever Child White,Lever Child White,OK
2022-06-29 00:41:29.377295,Lever Child White,Lever Child White,OK
2022-06-29 00:41:38.006877,Lever Child White,Lever Child White,OK
2022-06-29 00:41:50.123845,Lever Child White,Lever Child White,OK
2022-06-29 00:42:04.275214,Lever Child White,Lever Child White,OK
2022-06-29 00:42:13.070221,Lever Child White,Lever Child White,OK
2022-06-29 00:42:23.164729,Lever Child White,Lever Child White,OK
2022-06-29 00:42:32.350615,Lever Child White,Lever Child White,OK
2022-06-29 00:42:41.828996,Lever Child White,Lever Child White,OK
2022-06-29 00:42:50.840911,Lever Child White,Lever Child White,OK
2022-06-29 00:42:59.829552,Lever Child White,Lever Child White,OK
2022-06-29 00:43:08.652472,Lever Child White,Lever Child White,OK
2022-06-29 00:43:17.546375,Lever Child White,Lever Child White,OK
2022-06-29 00:43:26.751615,Lever Child White,Lever Child White,OK
2022-06-29 00:43:36.342307,Lever Child White,Lever Child White,OK
2022-06-29 00:43:46.044254,Lever Child White,Lever Child White,OK
2022-06-29 00:43:55.893880,Lever Child White,Lever Child White,OK
2022-06-29 00:44:07.246899,Lever Child White,Lever Child White,OK
2022-06-29 00:44:22.213571,Lever Child White,Lever Child White,OK
2022-06-29 00:44:31.484900,Lever Child White,Lever Child White,OK
2022-06-29 00:44:44.945140,Lever Child White,Lever Child White,OK
2022-06-29 00:44:55.602852,Lever Child White,Lever Child White,OK
2022-06-29 00:45:05.407434,Lever Child White,Lever Child White,OK
2022-06-29 00:45:16.802768,Lever Child White,Lever Child White,OK
2022-06-29 00:45:26.018784,Lever Child White,Lever Child White,OK
2022-06-29 00:45:35.542081,Lever Child White,Lever Child White,OK
2022-06-29 00:45:47.615132,Lever Child White,Lever Child White,OK
2022-06-29 00:45:58.878132,Lever Child White,Lever Child White,OK
2022-06-29 00:46:11.426453,Lever Child White,Lever Child White,OK
2022-06-29 00:46:20.388194,Lever Child White,Lever Child White,OK
2022-06-29 00:46:29.185204,Lever Child White,Lever Child White,OK
2022-06-29 00:46:39.382744,Lever Child White,Lever Child White,OK
2022-06-29 00:46:49.110659,Lever Child White,Lever Child White,OK
2022-06-29 00:46:59.368376,Lever Child White,Lever Child White,OK
2022-06-29 00:47:08.914579,Lever Child White,Lever Child White,OK
2022-06-29 00:47:18.635423,Lever Child White,Lever Child White,OK
2022-06-29 00:47:28.713270,Lever Child White,Lever Child White,OK
2022-06-29 00:47:39.180565,Lever Child White,Lever Child White,OK
2022-06-29 00:47:49.225499,Lever Child White,Lever Child White,OK
2022-06-29 00:47:58.945105,Lever Child White,Lever Child White,OK
2022-06-29 00:48:11.954119,Lever Child White,Lever Child White,OK
2022-06-29 00:48:21.711740,Lever Child White,Lever Child White,OK
2022-06-29 00:48:31.633437,Lever Child White,Lever Child White,OK
2022-06-29 00:48:42.452777,Lever Child White,Lever Child White,OK
2022-06-29 00:48:54.306397,Lever Child White,Lever Child White,OK
2022-06-29 00:49:05.866608,Lever Child White,Lever Child White,OK
2022-06-29 00:49:16.712876,Lever Child White,Lever Child White,OK
2022-06-29 00:49:33.709650,Lever Child White,Lever Child White,OK
2022-06-29 00:49:43.131577,Lever Child White,Lever Child White,OK
2022-06-29 00:49:52.287493,Lever Child White,Lever Child White,OK
2022-06-29 00:50:02.106087,Lever Child White,Lever Child White,OK
2022-06-29 00:50:14.631136,Lever Child White,Lever Child White,OK
2022-06-29 00:50:24.168286,Lever Child White,Lever Child White,OK
2022-06-29 00:50:40.703618,Lever Child White,Lever Child White,OK
2022-06-29 00:50:52.578811,Lever Child White,Lever Child White,OK
2022-06-29 00:51:02.482063,Lever Child White,Lever Child White,OK
2022-06-29 00:51:17.183845,Lever Child White,Lever Child White,OK
2022-06-29 00:51:31.347493,Lever Child White,Lever Child White,OK
2022-06-29 00:51:40.645633,Lever Child White,Lever Child White,OK
2022-06-29 00:51:50.806287,Lever Child White,Lever Child White,OK
2022-06-29 00:52:05.052834,Lever Child White,Lever Child White,OK
2022-06-29 00:52:16.017783,Lever Child White,Lever Child White,OK
2022-06-29 00:52:28.703641,Lever Child White,Lever Child White,OK
2022-06-29 00:52:41.460502,Lever Child White,Lever Child White,OK
2022-06-29 00:52:51.639336,Lever Child White,Lever Child White,OK
2022-06-29 00:53:02.445267,Lever Child White,Lever Child White,OK
2022-06-29 00:53:12.648796,Lever Child White,Lever Child White,OK
2022-06-29 00:58:00.758428,Lever Child White,Lever Child White,OK
2022-06-29 00:58:11.009297,Lever Child White,Lever Child White,OK
2022-06-29 00:58:27.622220,Lever Child White,Lever Child White,OK
2022-06-29 00:58:37.410866,Lever Child White,Lever Child White,OK
2022-06-29 00:58:47.347924,Lever Child White,Lever Child White,OK
2022-06-29 00:59:02.949897,Lever Child White,Lever Child White,OK
2022-06-29 00:59:12.751064,Lever Child White,Lever Child White,OK
2022-06-29 00:59:22.578906,Lever Child White,Lever Child White,OK
2022-06-29 00:59:32.647174,Lever Child White,Lever Child White,OK
2022-06-29 00:59:46.393141,Lever Child White,Lever Child White,OK
2022-06-29 00:59:57.048099,Lever Child White,Lever Child White,OK
2022-06-29 01:00:06.990721,Lever Child White,Lever Child White,OK
2022-06-29 01:00:17.707689,Lever Child White,Lever Child White,OK
2022-06-29 01:00:27.320154,Lever Child White,Lever Child White,OK
2022-06-29 01:00:37.050165,Lever Child White,Lever Child White,OK
2022-06-29 01:00:47.217068,Lever Child White,Lever Child White,OK
2022-06-29 01:01:02.990899,Lever Child White,Lever Child White,OK
2022-06-29 01:01:12.450074,Lever Child White,Lever Child White,OK
2022-06-29 01:01:23.605087,Lever Child White,Lever Child White,OK
2022-06-29 01:01:32.858297,Lever Child White,Lever Child White,OK
2022-06-29 01:01:43.093069,Lever Child White,Lever Child White,OK
2022-06-29 01:01:54.720206,Lever Child White,Lever Child White,OK
2022-06-29 01:02:05.941153,Lever Child White,Lever Child White,OK
2022-06-29 01:02:16.122003,Lever Child White,Lever Child White,OK
2022-06-29 01:02:32.959735,Lever Child White,Lever Child White,OK
2022-06-29 01:02:45.354006,Lever Child White,Lever Child White,OK
2022-06-29 01:02:55.191938,Lever Child White,Lever Child White,OK
2022-06-29 01:03:05.172392,Lever Child White,Lever Child White,OK
2022-06-29 01:03:15.679932,Lever Child White,Lever Child White,OK
2022-06-29 01:03:27.029265,Lever Child White,Lever Child White,OK
2022-06-29 01:03:37.813541,Lever Child White,Lever Child White,OK
2022-06-29 01:03:47.492375,Lever Child White,Lever Child White,OK
2022-06-29 01:03:56.190812,Lever Child White,Lever Child White,OK
2022-06-29 01:04:06.718987,Lever Child White,Lever Child White,OK
2022-06-29 01:04:19.155271,Lever Child White,Lever Child White,OK
2022-06-29 01:04:28.192360,Lever Child White,Lever Child White,OK
2022-06-29 01:04:38.372918,Lever Child White,Lever Child White,OK
2022-06-29 01:04:48.368316,Lever Child White,Lever Child White,OK
2022-06-29 01:04:57.437689,Lever Child White,Lever Child White,OK
2022-06-29 01:05:06.425580,Lever Child White,Lever Child White,OK
2022-06-29 01:05:17.815371,Lever Child White,Lever Child White,OK
2022-06-29 01:05:27.147787,Lever Child White,Lever Child White,OK
2022-06-29 01:05:36.823414,Lever Child White,Lever Child White,OK
2022-06-29 01:17:04.133900,Lever Child White,Lever Child White,OK
2022-06-29 01:17:29.135849,Lever Child White,Lever Child White,OK
2022-06-29 01:17:48.532821,Lever Child White,Lever Child White,OK
2022-06-29 01:17:59.719871,Lever Child White,Lever Child White,OK
2022-06-29 01:18:08.157349,Lever Child White,Lever Child White,OK
2022-06-29 01:18:18.218758,Lever Child White,Lever Child White,OK
2022-06-29 01:18:29.078821,Lever Child White,Lever Child White,OK
2022-06-29 01:18:37.930623,Lever Child White,Lever Child White,OK
2022-06-29 01:18:46.728460,Lever Child White,Lever Child White,OK
2022-06-29 01:18:54.833827,Lever Child White,Lever Child White,OK
2022-06-29 01:19:03.468295,Lever Child White,Lever Child White,OK
2022-06-29 01:19:20.496732,Lever Child White,Lever Child White,OK
2022-06-29 01:19:36.643854,Lever Child White,Lever Child White,OK
2022-06-29 01:19:47.640673,Lever Child White,Lever Child White,OK
2022-06-29 01:19:57.168196,Lever Child White,Lever Child White,OK
2022-06-29 01:20:06.534984,Lever Child White,Lever Child White,OK
2022-06-29 01:20:16.725519,Lever Child White,Lever Child White,OK
2022-06-29 01:20:25.828482,Lever Child White,Lever Child White,OK
2022-06-29 01:20:36.060002,Lever Child White,Lever Child White,OK
2022-06-29 01:20:46.913013,Lever Child White,Lever Child White,OK
2022-06-29 01:20:57.648247,Lever Child White,Lever Child White,OK
2022-06-29 01:21:07.926765,Lever Child White,Lever Child White,OK
2022-06-29 01:21:19.955416,Lever Child White,Lever Child White,OK
2022-06-29 01:21:29.613773,Lever Child White,Lever Child White,OK
2022-06-29 01:21:40.667125,Lever Child White,Lever Child White,OK
2022-06-29 01:21:52.060941,Lever Child White,Lever Child White,OK
2022-06-29 01:22:02.598343,Lever Child White,Lever Child White,OK
2022-06-29 01:22:12.027928,Lever Child White,Lever Child White,OK
2022-06-29 01:22:23.363925,Lever Child White,Lever Child White,OK
2022-06-29 01:22:33.039172,Lever Child White,Lever Child White,OK
2022-06-29 01:22:43.623378,Lever Child White,Lever Child White,OK
2022-06-29 01:22:56.935949,Lever Child White,Lever Child White,OK
2022-06-29 01:23:06.417932,Lever Child White,Lever Child White,OK
2022-06-29 01:23:19.947480,Lever Child White,Lever Child White,OK
2022-06-29 01:23:25.867346,Lever Child White,Lever Child White,OK
2022-06-29 01:23:36.588056,Lever Child White,Lever Child White,OK
2022-06-29 01:23:50.128034,Lever Child White,Lever Child White,OK
2022-06-29 01:24:01.430312,Lever Child White,Lever Child White,OK
2022-06-29 01:24:10.641565,Lever Child White,Lever Child White,OK
2022-06-29 01:24:15.567335,Lever Child White,Lever Child White,OK
2022-06-29 01:24:25.068314,Lever Child White,Lever Child White,OK
2022-06-29 01:24:34.783966,Lever Child White,Lever Child White,OK
2022-06-29 01:24:44.042789,Lever Child White,Lever Child White,OK
2022-06-29 01:24:54.021742,Lever Child White,Lever Child White,OK
2022-06-29 01:25:04.155176,Lever Child White,Lever Child White,OK
2022-06-29 01:25:19.232052,Lever Child White,Lever Child White,OK
2022-06-29 01:25:28.910839,Lever Child White,Lever Child White,OK
2022-06-29 01:25:38.773011,Lever Child White,Lever Child White,OK
2022-06-29 01:25:48.668303,Lever Child White,Lever Child White,OK
2022-06-29 01:25:59.571054,Lever Child White,Lever Child White,OK
2022-06-29 01:26:10.726766,Lever Child White,Lever Child White,OK
2022-06-29 01:26:21.939363,Lever Child White,Lever Child White,OK
2022-06-29 01:26:31.145545,Lever Child White,Lever Child White,OK
2022-06-29 01:26:39.961486,Lever Child White,Lever Child White,OK
2022-06-29 01:26:49.148078,Lever Child White,Lever Child White,OK
2022-06-29 01:26:58.282562,Lever Child White,Lever Child White,OK
2022-06-29 01:27:13.176248,Lever Child White,Lever Child White,OK
2022-06-29 01:27:23.437506,Lever Child White,Lever Child White,OK
2022-06-29 01:27:32.920139,Lever Child White,Lever Child White,OK
2022-06-29 01:27:42.309494,Lever Child White,Lever Child White,OK
2022-06-29 01:27:52.151197,Lever Child White,Lever Child White,OK
2022-06-29 01:28:01.984536,Lever Child White,Lever Child White,OK
2022-06-29 01:28:15.680221,Lever Child White,Lever Child White,OK
2022-06-29 01:28:29.068510,Lever Child White,Lever Child White,OK
2022-06-29 01:28:43.374302,Lever Child White,Lever Child White,OK
2022-06-29 01:28:55.484941,Lever Child White,Lever Child Black,NG
2022-06-29 01:29:28.515396,Lever Child White,Lever Child White,OK
2022-06-29 01:30:47.303535,Lever Child White,Lever Child White,OK
2022-06-29 01:34:57.663735,Lever Child White,Lever Child Black,NG
2022-06-29 01:37:18.783656,Lever Child White,Lever Child Black,NG
2022-06-29 01:39:31.966323,Lever Child White,Lever Child White,OK
2022-06-29 01:39:58.632696,Lever Child White,Lever Child Black,NG
2022-06-29 01:41:50.523336,Lever Child White,Lever Child White,OK
2022-06-29 01:49:38.916131,Lever Child White,Lever Child White,OK
2022-06-29 01:56:36.717090,Lever Child White,Lever Child Black,NG
2022-06-29 19:47:21.305189,Lever Child White,No Lever Child,OK
2022-06-29 19:47:30.205962,Lever Child White,Lever Child White,OK
2022-06-29 19:47:43.394263,Lever Child White,No Lever Child 1,OK
2022-06-29 19:47:55.375249,Lever Child White,Lever Child White,OK
2022-06-29 19:48:04.967186,Lever Child White,Lever Child White,OK
2022-06-29 19:48:15.016763,Lever Child White,Lever Child White,OK
2022-06-29 19:48:26.788698,Lever Child White,No Lever Child 1,OK
2022-06-29 19:48:37.565208,Lever Child White,Lever Child Black,OK
2022-06-29 19:48:47.948973,Lever Child White,Lever Child White,OK
2022-06-29 19:49:02.541416,Lever Child White,Lever Child White,OK
2022-06-29 19:49:14.606141,Lever Child White,Lever Child White,OK
2022-06-29 19:49:26.861748,Lever Child White,Lever Child White,OK
2022-06-29 19:49:40.113677,Lever Child White,Lever Child White,OK
2022-06-29 19:49:49.079743,Lever Child White,Lever Child White,OK
2022-06-29 19:49:58.555043,Lever Child White,Lever Child White,OK
2022-06-29 19:49:59.655785,Lever Child White,Lever Child White,OK
2022-06-29 19:50:09.726895,Lever Child White,Lever Child Black,OK
2022-06-29 19:50:19.886786,Lever Child White,No Lever Child,OK
2022-06-29 19:50:32.660322,Lever Child White,No Lever Child,OK
2022-06-29 19:50:33.616516,Lever Child White,Lever Child White,OK
2022-06-29 19:50:43.647297,Lever Child White,Lever Child White,OK
2022-06-29 19:50:53.842767,Lever Child White,Lever Child White,OK
2022-06-29 19:51:04.801609,Lever Child White,Lever Child Black,OK
2022-06-29 19:51:15.408982,Lever Child White,Lever Child White,OK
2022-06-29 19:51:27.035029,Lever Child White,Lever Child White,OK
2022-06-29 19:51:37.481014,Lever Child White,Lever Child White,OK
2022-06-29 19:51:38.605151,Lever Child White,Lever Child Black,OK
2022-06-29 19:51:48.566739,Lever Child White,Lever Child White,OK
2022-06-29 19:54:15.199106,Lever Child White,Lever Child White,OK
2022-06-29 19:54:25.254265,Lever Child White,Lever Child White,OK
2022-06-29 19:54:35.152197,Lever Child White,Lever Child White,OK
2022-06-29 19:54:50.779791,Lever Child White,Lever Child White,OK
2022-06-29 19:55:06.434734,Lever Child White,No Lever Child,NG
2022-06-29 19:55:07.454673,Lever Child White,No Lever Child 1,NG
2022-06-29 19:55:15.700718,Lever Child White,Lever Child Black,NG
2022-06-29 19:55:36.714041,Lever Child White,Lever Child White,OK
2022-06-29 19:55:46.948645,Lever Child White,Lever Child Black,NG
2022-06-29 19:55:47.859421,Lever Child White,No Lever Child 1,NG
2022-06-29 19:55:58.339615,Lever Child White,Lever Child White,OK
2022-06-29 19:56:08.385201,Lever Child White,No Lever Child 1,NG
2022-06-29 19:56:24.966342,Lever Child White,Lever Child White,OK
2022-06-29 19:56:35.645479,Lever Child White,Lever Child White,OK
2022-06-29 19:57:39.648924,Lever Child White,Lever Child Black,OK
2022-06-29 19:57:49.547833,Lever Child White,No Lever Child 1,OK
2022-06-29 19:58:00.188747,Lever Child White,Lever Child White,OK
2022-06-29 19:58:14.713283,Lever Child White,Lever Child White,OK
2022-06-29 19:58:26.375185,Lever Child White,No Lever Child,OK
2022-06-29 19:59:26.680851,Lever Child White,Lever Child Black,NG
2022-06-29 19:59:35.899525,Lever Child White,Lever Child Black,NG
2022-06-29 19:59:52.733307,Lever Child White,No Lever Child 1,NG
2022-06-29 20:00:02.075318,Lever Child White,No Lever Child,NG
2022-06-29 20:00:04.242872,Lever Child White,Lever Child White,OK
2022-06-29 20:00:11.215212,Lever Child White,Lever Child Black,NG
2022-06-29 20:00:12.188114,Lever Child White,No Lever Child 1,NG
2022-06-29 20:00:24.066779,Lever Child White,Lever Child Black,NG
2022-06-29 20:00:35.015025,Lever Child White,Lever Child White,OK
2022-06-29 20:00:44.808846,Lever Child White,Lever Child White,OK
2022-06-29 20:00:55.944213,Lever Child White,Lever Child White,OK
2022-06-29 20:01:05.205719,Lever Child White,No Lever Child 1,NG
2022-06-29 20:01:18.062294,Lever Child White,No Lever Child,NG
2022-06-29 20:01:29.294447,Lever Child White,Lever Child White,OK
2022-06-29 20:01:38.326829,Lever Child White,No Lever Child,NG
2022-06-29 20:01:48.371975,Lever Child White,Lever Child Black,NG
2022-06-29 20:01:59.395031,Lever Child White,Lever Child Black,NG
2022-06-29 20:02:00.437695,Lever Child White,No Lever Child 1,NG
2022-06-29 20:02:12.048639,Lever Child White,Lever Child White,OK
2022-06-29 20:02:21.337824,Lever Child White,Lever Child Black,NG
2022-06-29 20:02:22.353629,Lever Child White,No Lever Child 1,NG
2022-06-29 20:02:34.642615,Lever Child White,No Lever Child,NG
2022-06-29 20:02:45.420753,Lever Child White,Lever Child White,OK
2022-06-29 20:02:56.044538,Lever Child White,Lever Child White,OK
2022-06-29 20:03:06.898366,Lever Child White,Lever Child White,OK
2022-06-29 20:03:20.811287,Lever Child White,Lever Child Black,NG
2022-06-29 20:03:30.898177,Lever Child White,Lever Child White,OK
2022-06-29 20:03:38.435512,Lever Child White,Lever Child Black,NG
2022-06-29 20:03:48.083154,Lever Child White,No Lever Child,NG
2022-06-29 20:03:58.034507,Lever Child White,No Lever Child,NG
2022-06-29 20:03:59.052397,Lever Child White,No Lever Child,NG
2022-06-29 20:04:09.526536,Lever Child White,No Lever Child 1,NG
2022-06-29 20:04:25.446296,Lever Child White,No Lever Child,NG
2022-06-29 20:04:34.372855,Lever Child White,No Lever Child,NG
2022-06-29 20:04:44.520902,Lever Child White,Lever Child Black,NG
2022-06-29 20:04:55.731423,Lever Child White,Lever Child White,OK
2022-06-29 20:05:11.065905,Lever Child White,Lever Child White,OK
2022-06-29 20:05:21.390854,Lever Child White,Lever Child White,OK
2022-06-29 20:05:33.179356,Lever Child White,Lever Child White,OK
2022-06-29 20:05:44.224519,Lever Child White,Lever Child White,OK
2022-06-29 20:06:10.029544,Lever Child White,Lever Child White,OK
2022-06-29 20:06:53.970178,Lever Child White,Lever Child White,OK
2022-06-29 20:07:14.217179,Lever Child White,Lever Child White,OK
2022-06-29 20:07:26.506494,Lever Child White,Lever Child White,OK
2022-06-29 20:07:38.132135,Lever Child White,Lever Child White,OK
2022-06-29 20:07:47.261465,Lever Child White,Lever Child White,OK
2022-06-29 20:07:59.388811,Lever Child White,Lever Child White,OK
2022-06-29 20:08:10.060149,Lever Child White,Lever Child White,OK
2022-06-29 20:08:22.523272,Lever Child White,Lever Child White,OK
2022-06-29 20:08:32.813670,Lever Child White,Lever Child White,OK
2022-06-29 20:08:43.627548,Lever Child White,Lever Child White,OK
2022-06-29 20:08:54.218187,Lever Child White,Lever Child White,OK
2022-06-29 20:09:04.424931,Lever Child White,Lever Child White,OK
2022-06-29 20:09:17.769965,Lever Child White,Lever Child White,OK
2022-06-29 20:09:27.372593,Lever Child White,Lever Child White,OK
2022-06-29 20:09:38.102141,Lever Child White,Lever Child White,OK
2022-06-29 20:09:50.741686,Lever Child White,Lever Child White,OK
2022-06-29 20:10:00.807001,Lever Child White,Lever Child White,OK
2022-06-29 20:10:11.284230,Lever Child White,Lever Child White,OK
2022-06-29 20:10:20.513092,Lever Child White,Lever Child White,OK
2022-06-29 20:10:29.579918,Lever Child White,Lever Child White,OK
2022-06-29 20:10:38.836232,Lever Child White,Lever Child White,OK
2022-06-29 20:10:48.154243,Lever Child White,Lever Child White,OK
2022-06-29 20:10:57.646516,Lever Child White,Lever Child White,OK
2022-06-29 20:11:09.114391,Lever Child White,Lever Child White,OK
2022-06-29 20:11:18.323747,Lever Child White,Lever Child White,OK
2022-06-29 20:11:27.740767,Lever Child White,Lever Child White,OK
2022-06-29 20:11:37.046860,Lever Child White,Lever Child White,OK
2022-06-29 20:11:47.431198,Lever Child White,Lever Child White,OK
2022-06-29 20:12:03.909121,Lever Child White,Lever Child White,OK
2022-06-29 20:12:16.074816,Lever Child White,Lever Child White,OK
2022-06-29 20:12:26.120866,Lever Child White,Lever Child White,OK
2022-06-29 20:12:40.243065,Lever Child White,Lever Child White,OK
2022-06-29 20:12:54.381609,Lever Child White,Lever Child White,OK
2022-06-29 20:13:08.873424,Lever Child White,Lever Child White,OK
2022-06-29 20:13:22.161057,Lever Child White,Lever Child White,OK
2022-06-29 20:13:34.316214,Lever Child White,Lever Child White,OK
2022-06-29 20:13:45.988978,Lever Child White,Lever Child White,OK
2022-06-29 20:13:57.868224,Lever Child White,Lever Child White,OK
2022-06-29 20:14:10.221577,Lever Child White,Lever Child White,OK
2022-06-29 20:14:22.955036,Lever Child White,Lever Child White,OK
2022-06-29 20:14:38.977480,Lever Child White,Lever Child White,OK
2022-06-29 20:14:51.317336,Lever Child White,Lever Child White,OK
2022-06-29 20:15:04.620037,Lever Child White,Lever Child White,OK
2022-06-29 20:15:19.855673,Lever Child White,Lever Child White,OK
2022-06-29 20:15:31.506520,Lever Child White,Lever Child White,OK
2022-06-29 20:15:42.764154,Lever Child White,Lever Child White,OK
2022-06-29 20:15:55.104494,Lever Child White,Lever Child White,OK
2022-06-29 20:16:05.613522,Lever Child White,Lever Child White,OK
2022-06-29 20:16:17.797787,Lever Child White,Lever Child White,OK
